Cl.Ord.ID,Instrument,Side,Quantity,Price
aa183,Rose,1,890,718
aa184,Rose,2,230,155
aa185,Rose,2,890,458
aa186,Rose,2,850,619
aa187,Rose,2,110,599
aa188,Rose,1,20,655
aa189,Rose,1,620,907
aa190,Rose,2,590,71
aa191,Rose,1,830,305
aa192,Rose,2,420,106
aa193,Rose,1,590,963
aa194,Rose,2,30,348
aa195,Rose,1,510,320
aa196,Rose,1,590,436
aa197,Rose,1,50,473
aa198,Rose,2,1000,253
aa199,Rose,2,540,460
aa200,Rose,1,830,819
aa201,Rose,1,960,919
aa202,Rose,2,740,328
aa203,Rose,2,50,114
aa204,Rose,2,530,507
aa205,Rose,2,880,797
aa206,Rose,2,510,165
aa207,Rose,1,510,520
aa208,Rose,1,830,901
aa209,Rose,2,550,99
aa210,Rose,1,790,618
aa211,Rose,2,440,306
aa212,Rose,2,500,189
aa213,Rose,1,180,970
aa214,Rose,2,170,727
aa215,Rose,2,340,774
aa216,Rose,1,620,355
aa217,Rose,2,980,747
aa218,Rose,2,790,905
aa219,Rose,2,360,697
aa220,Rose,2,880,117
aa221,Rose,1,770,202
aa222,Rose,1,270,537
aa223,Rose,1,290,447
aa224,Rose,1,220,186
aa225,Rose,2,820,419
aa226,Rose,2,480,694
aa227,Rose,2,890,966
aa228,Rose,1,740,57
aa229,Rose,1,350,815
aa230,Rose,2,630,305
aa231,Rose,2,120,186
aa232,Rose,1,410,204
aa233,Rose,2,610,750
aa234,Rose,2,370,420
aa235,Rose,2,200,11
aa236,Rose,1,960,503
aa237,Rose,1,990,245
aa238,Rose,1,10,98
aa239,Rose,1,730,797
aa240,Rose,1,370,651
aa241,Rose,1,530,368
aa242,Rose,2,260,518
aa243,Rose,2,800,67
aa244,Rose,1,860,86
aa245,Rose,2,60,694
aa246,Rose,2,690,435
aa247,Rose,1,300,581
aa248,Rose,2,780,508
aa249,Rose,1,190,933
aa250,Rose,2,850,814
aa251,Rose,2,610,235
aa252,Rose,1,840,354
aa253,Rose,2,810,230
aa254,Rose,2,360,495
aa255,Rose,2,260,317
aa256,Rose,2,240,304
aa257,Rose,1,390,238
aa258,Rose,1,440,652
aa259,Rose,1,970,38
aa260,Rose,1,970,879
aa261,Rose,2,610,901
aa262,Rose,2,830,598
aa263,Rose,1,970,160
aa264,Rose,1,50,214
aa265,Rose,2,940,309
aa266,Rose,1,180,905
aa267,Rose,1,850,761
aa268,Rose,1,1000,586
aa269,Rose,1,380,992
aa270,Rose,2,60,793
aa271,Rose,2,430,533
aa272,Rose,2,1000,599
aa273,Rose,1,260,854
aa274,Rose,2,250,530
aa275,Rose,1,310,280
aa276,Rose,1,550,954
aa277,Rose,1,370,351
aa278,Rose,2,280,59
aa279,Rose,1,120,445
aa280,Rose,1,940,689
aa281,Rose,1,70,77
aa282,Rose,2,980,578
aa283,Rose,2,170,599
aa284,Rose,2,190,294
aa285,Rose,1,870,513
aa286,Rose,2,800,905
aa287,Rose,1,300,890
aa288,Rose,2,200,228
aa289,Rose,1,910,96
aa290,Rose,1,970,660
aa291,Rose,2,640,700
aa292,Rose,1,490,575
aa293,Rose,1,120,131
aa294,Rose,2,170,725
aa295,Rose,1,330,556
aa296,Rose,1,360,619
aa297,Rose,1,940,700
aa298,Rose,2,180,113
aa299,Rose,1,930,985
aa300,Rose,1,880,881
aa301,Rose,1,710,21
aa302,Rose,2,380,276
aa303,Rose,2,960,342
aa304,Rose,1,80,963
aa305,Rose,1,630,399
aa306,Rose,1,850,1
aa307,Rose,1,790,312
aa308,Rose,2,900,386
aa309,Rose,2,930,754
aa310,Rose,2,970,546
aa311,Rose,1,830,170
aa312,Rose,2,60,818
aa313,Rose,1,460,924
aa314,Rose,2,1000,661
aa315,Rose,1,610,17
aa316,Rose,2,150,963
aa317,Rose,2,530,562
aa318,Rose,2,280,647
aa319,Rose,1,420,359
aa320,Rose,2,930,511
aa321,Rose,2,760,877
aa322,Rose,2,180,275
aa323,Rose,1,330,748
aa324,Rose,2,970,610
aa325,Rose,2,120,103
aa326,Rose,2,160,354
aa327,Rose,2,140,947
aa328,Rose,1,740,228
aa329,Rose,2,110,428
aa330,Rose,2,780,442
aa331,Rose,2,880,136
aa332,Rose,2,840,10
aa333,Rose,1,190,823
aa334,Rose,2,800,786
aa335,Rose,2,670,922
aa336,Rose,2,240,843
aa337,Rose,2,140,488
aa338,Rose,1,420,276
aa339,Rose,2,70,800
aa340,Rose,2,1000,226
aa341,Rose,1,150,41
aa342,Rose,2,300,203
aa343,Rose,2,910,572
aa344,Rose,2,420,666
aa345,Rose,1,890,356
aa346,Rose,1,980,545
aa347,Rose,2,90,948
aa348,Rose,2,980,259
aa349,Rose,1,690,925
aa350,Rose,1,220,680
aa351,Rose,2,20,356
aa352,Rose,2,240,828
aa353,Rose,1,580,460
aa354,Rose,1,930,984
aa355,Rose,2,620,839
aa356,Rose,1,920,491
aa357,Rose,1,120,975
aa358,Rose,1,430,521
aa359,Rose,2,240,998
aa360,Rose,2,460,115
aa361,Rose,2,690,75
aa362,Rose,2,270,119
aa363,Rose,1,660,876
aa364,Rose,1,910,149
aa365,Rose,2,210,581
aa366,Rose,1,370,730
aa367,Rose,2,890,573
aa368,Rose,2,680,525
aa369,Rose,2,160,524
aa370,Rose,1,750,201
aa371,Rose,2,320,131
aa372,Rose,1,960,868
aa373,Rose,2,570,936
aa374,Rose,1,560,719
aa375,Rose,1,580,43
aa376,Rose,1,190,702
aa377,Rose,2,280,189
aa378,Rose,1,230,35
aa379,Rose,2,490,308
aa380,Rose,1,340,650
aa381,Rose,2,930,357
aa382,Rose,2,870,946
aa383,Rose,2,800,7
aa384,Rose,1,590,442
aa385,Rose,2,700,202
aa386,Rose,2,480,389
aa387,Rose,2,290,299
aa388,Rose,2,850,761
aa389,Rose,1,880,750
aa390,Rose,1,730,811
aa391,Rose,2,160,13
aa392,Rose,2,450,90
aa393,Rose,1,190,359
aa394,Rose,1,470,516
aa395,Rose,2,740,351
aa396,Rose,1,280,186
aa397,Rose,1,140,577
aa398,Rose,1,70,746
aa399,Rose,1,130,286
aa400,Rose,1,80,704
aa401,Rose,2,80,477
aa402,Rose,2,440,197
aa403,Rose,2,290,515
aa404,Rose,1,810,500
aa405,Rose,1,320,852
aa406,Rose,1,950,751
aa407,Rose,1,650,413
aa408,Rose,1,400,967
aa409,Rose,1,380,615
aa410,Rose,1,930,145
aa411,Rose,2,480,628
aa412,Rose,1,550,110
aa413,Rose,2,710,607
aa414,Rose,1,870,538
aa415,Rose,2,190,235
aa416,Rose,1,510,385
aa417,Rose,1,20,977
aa418,Rose,1,600,48
aa419,Rose,1,650,656
aa420,Rose,2,390,413
aa421,Rose,1,900,806
aa422,Rose,2,890,851
aa423,Rose,2,20,291
aa424,Rose,2,270,195
aa425,Rose,1,570,718
aa426,Rose,2,330,396
aa427,Rose,2,770,934
aa428,Rose,1,640,881
aa429,Rose,2,750,21
aa430,Rose,1,820,37
aa431,Rose,1,50,391
aa432,Rose,2,330,781
aa433,Rose,1,560,345
aa434,Rose,1,810,799
aa435,Rose,2,260,233
aa436,Rose,1,40,793
aa437,Rose,2,680,232
aa438,Rose,1,10,286
aa439,Rose,1,640,88
aa440,Rose,1,750,988
aa441,Rose,2,490,892
aa442,Rose,1,430,569
aa443,Rose,2,400,710
aa444,Rose,2,660,427
aa445,Rose,1,810,494
aa446,Rose,1,420,429
aa447,Rose,1,950,728
aa448,Rose,1,120,572
aa449,Rose,1,250,387
aa450,Rose,2,190,116
aa451,Rose,1,10,433
aa452,Rose,1,790,151
aa453,Rose,2,590,354
aa454,Rose,1,350,558
aa455,Rose,2,210,581
aa456,Rose,1,490,194
aa457,Rose,1,510,701
aa458,Rose,2,890,427
aa459,Rose,2,670,111
aa460,Rose,2,960,196
aa461,Rose,1,960,435
aa462,Rose,2,290,933
aa463,Rose,1,960,329
aa464,Rose,2,680,346
aa465,Rose,1,810,833
aa466,Rose,1,560,771
aa467,Rose,2,470,880
aa468,Rose,1,950,253
aa469,Rose,1,120,224
aa470,Rose,1,860,192
aa471,Rose,1,510,602
aa472,Rose,2,800,614
aa473,Rose,2,600,629
aa474,Rose,1,320,45
aa475,Rose,1,370,752
aa476,Rose,1,560,161
aa477,Rose,2,260,154
aa478,Rose,1,730,617
aa479,Rose,2,930,642
aa480,Rose,2,880,185
aa481,Rose,2,130,549
aa482,Rose,2,750,939
aa483,Rose,2,260,555
aa484,Rose,2,140,732
aa485,Rose,2,1000,298
aa486,Rose,2,280,169
aa487,Rose,2,350,183
aa488,Rose,1,760,712
aa489,Rose,1,780,874
aa490,Rose,2,200,808
aa491,Rose,2,290,664
aa492,Rose,2,330,47
aa493,Rose,1,430,705
aa494,Rose,1,190,394
aa495,Rose,1,170,260
aa496,Rose,2,650,799
aa497,Rose,1,970,296
aa498,Rose,2,490,535
aa499,Rose,1,960,917
aa500,Rose,1,130,389
aa501,Rose,2,750,534
aa502,Rose,2,780,962
aa503,Rose,1,600,669
aa504,Rose,1,390,118
aa505,Rose,2,60,138
aa506,Rose,1,460,936
aa507,Rose,1,350,415
aa508,Rose,1,200,930
aa509,Rose,1,300,50
aa510,Rose,1,780,899
aa511,Rose,2,130,486
aa512,Rose,2,860,420
aa513,Rose,2,890,403
aa514,Rose,2,90,883
aa515,Rose,2,600,502
aa516,Rose,1,40,872
aa517,Rose,1,180,546
aa518,Rose,2,580,507
aa519,Rose,2,310,73
aa520,Rose,1,760,547
aa521,Rose,1,220,108
aa522,Rose,2,940,355
aa523,Rose,1,830,166
aa524,Rose,2,660,65
aa525,Rose,2,860,751
aa526,Rose,2,820,56
aa527,Rose,1,340,358
aa528,Rose,2,970,962
aa529,Rose,1,520,738
aa530,Rose,2,170,225
aa531,Rose,1,880,728
aa532,Rose,2,770,200
aa533,Rose,2,340,969
aa534,Rose,2,380,505
aa535,Rose,2,210,350
aa536,Rose,1,310,154
aa537,Rose,1,500,534
aa538,Rose,1,850,674
aa539,Rose,1,540,241
aa540,Rose,2,60,812
aa541,Rose,1,170,668
aa542,Rose,2,660,737
aa543,Rose,2,170,736
aa544,Rose,2,960,348
aa545,Rose,1,320,457
aa546,Rose,1,70,155
aa547,Rose,2,350,287
aa548,Rose,2,290,668
aa549,Rose,2,790,599
aa550,Rose,1,410,445
aa551,Rose,1,660,507
aa552,Rose,1,700,188
aa553,Rose,2,660,753
aa554,Rose,1,570,275
aa555,Rose,2,450,245
aa556,Rose,2,830,585
aa557,Rose,2,340,668
aa558,Rose,1,920,267
aa559,Rose,1,780,100
aa560,Rose,2,960,665
aa561,Rose,1,860,67
aa562,Rose,2,380,42
aa563,Rose,1,940,447
aa564,Rose,1,10,903
aa565,Rose,2,700,156
aa566,Rose,2,150,886
aa567,Rose,1,730,194
aa568,Rose,2,870,65
aa569,Rose,2,290,314
aa570,Rose,1,660,906
aa571,Rose,2,560,41
aa572,Rose,2,850,55
aa573,Rose,2,1000,891
aa574,Rose,2,150,823
aa575,Rose,1,460,195
aa576,Rose,1,220,213
aa577,Rose,1,30,623
aa578,Rose,2,20,358
aa579,Rose,2,400,970
aa580,Rose,1,110,396
aa581,Rose,2,800,103
aa582,Rose,2,740,84
aa583,Rose,2,680,787
aa584,Rose,2,120,999
aa585,Rose,1,480,512
aa586,Rose,1,570,350
aa587,Rose,2,510,127
aa588,Rose,2,420,360
aa589,Rose,2,920,747
aa590,Rose,1,250,205
aa591,Rose,1,750,287
aa592,Rose,2,830,616
aa593,Rose,1,90,369
aa594,Rose,1,400,218
aa595,Rose,2,640,942
aa596,Rose,2,580,628
aa597,Rose,2,250,404
aa598,Rose,1,40,829
aa599,Rose,1,160,720
aa600,Rose,2,340,346
aa601,Rose,1,760,142
aa602,Rose,2,720,239
aa603,Rose,1,650,287
aa604,Rose,2,480,724
aa605,Rose,2,190,567
aa606,Rose,1,990,402
aa607,Rose,2,440,277
aa608,Rose,2,950,553
aa609,Rose,1,230,95
aa610,Rose,1,50,584
aa611,Rose,1,630,13
aa612,Rose,2,80,571
aa613,Rose,2,380,518
aa614,Rose,1,320,654
aa615,Rose,2,890,262
aa616,Rose,1,850,542
aa617,Rose,1,450,177
aa618,Rose,2,380,634
aa619,Rose,1,380,321
aa620,Rose,2,470,515
aa621,Rose,1,390,727
aa622,Rose,1,230,592
aa623,Rose,1,650,767
aa624,Rose,1,690,152
aa625,Rose,2,840,305
aa626,Rose,1,340,468
aa627,Rose,1,160,166
aa628,Rose,1,460,690
aa629,Rose,1,210,169
aa630,Rose,2,840,668
aa631,Rose,2,480,326
aa632,Rose,2,150,58
aa633,Rose,1,350,367
aa634,Rose,1,60,126
aa635,Rose,1,350,213
aa636,Rose,1,480,560
aa637,Rose,2,890,46
aa638,Rose,2,280,454
aa639,Rose,1,440,419
aa640,Rose,1,890,141
aa641,Rose,1,210,557
aa642,Rose,2,160,565
aa643,Rose,1,910,453
aa644,Rose,1,170,450
aa645,Rose,2,390,336
aa646,Rose,1,460,674
aa647,Rose,2,260,98
aa648,Rose,1,490,75
aa649,Rose,2,130,933
aa650,Rose,2,110,233
aa651,Rose,1,940,359
aa652,Rose,1,560,307
aa653,Rose,2,340,175
aa654,Rose,1,110,999
aa655,Rose,1,570,808
aa656,Rose,2,430,668
aa657,Rose,2,420,427
aa658,Rose,2,850,117
aa659,Rose,1,370,195
aa660,Rose,1,760,314
aa661,Rose,2,920,561
aa662,Rose,1,910,635
aa663,Rose,1,160,443
aa664,Rose,1,680,573
aa665,Rose,1,290,7
aa666,Rose,2,100,599
aa667,Rose,1,820,966
aa668,Rose,1,990,73
aa669,Rose,1,30,67
aa670,Rose,1,70,793
aa671,Rose,1,550,532
aa672,Rose,2,80,874
aa673,Rose,2,870,94
aa674,Rose,1,290,404
aa675,Rose,1,640,456
aa676,Rose,1,470,412
aa677,Rose,1,780,146
aa678,Rose,1,480,628
aa679,Rose,1,500,123
aa680,Rose,2,530,607
aa681,Rose,1,20,238
aa682,Rose,2,690,154
aa683,Rose,1,480,873
aa684,Rose,1,780,137
aa685,Rose,2,270,259
aa686,Rose,2,260,41
aa687,Rose,2,150,565
aa688,Rose,1,80,646
aa689,Rose,1,810,211
aa690,Rose,2,950,769
aa691,Rose,1,550,257
aa692,Rose,1,470,74
aa693,Rose,2,980,357
aa694,Rose,2,430,575
aa695,Rose,2,620,834
aa696,Rose,2,380,270
aa697,Rose,2,200,739
aa698,Rose,2,760,198
aa699,Rose,2,900,631
aa700,Rose,2,450,479
aa701,Rose,1,410,79
aa702,Rose,2,920,787
aa703,Rose,1,660,703
aa704,Rose,1,170,247
aa705,Rose,1,760,499
aa706,Rose,1,80,22
aa707,Rose,1,830,346
aa708,Rose,2,840,923
aa709,Rose,2,960,903
aa710,Rose,2,340,241
aa711,Rose,1,680,179
aa712,Rose,2,800,700
aa713,Rose,1,310,359
aa714,Rose,1,930,834
aa715,Rose,1,410,705
aa716,Rose,2,410,529
aa717,Rose,1,470,492
aa718,Rose,2,840,540
aa719,Rose,2,820,19
aa720,Rose,1,950,785
aa721,Rose,2,10,862
aa722,Rose,2,440,86
aa723,Rose,1,430,273
aa724,Rose,1,240,678
aa725,Rose,2,830,159
aa726,Rose,2,240,565
aa727,Rose,1,960,44
aa728,Rose,2,60,350
aa729,Rose,2,510,925
aa730,Rose,1,640,900
aa731,Rose,1,110,181
aa732,Rose,2,850,106
aa733,Rose,2,820,464
aa734,Rose,2,840,870
aa735,Rose,1,270,593
aa736,Rose,2,250,977
aa737,Rose,2,980,281
aa738,Rose,1,350,127
aa739,Rose,1,490,172
aa740,Rose,2,630,167
aa741,Rose,1,830,863
aa742,Rose,2,650,853
aa743,Rose,2,400,53
aa744,Rose,1,370,332
aa745,Rose,2,170,680
aa746,Rose,2,420,168
aa747,Rose,1,90,952
aa748,Rose,2,500,842
aa749,Rose,1,120,48
aa750,Rose,2,340,646
aa751,Rose,2,300,240
aa752,Rose,2,220,831
aa753,Rose,1,450,623
aa754,Rose,1,60,117
aa755,Rose,1,170,183
aa756,Rose,1,860,292
aa757,Rose,1,680,163
aa758,Rose,1,920,377
aa759,Rose,2,470,182
aa760,Rose,1,370,758
aa761,Rose,2,800,51
aa762,Rose,1,340,718
aa763,Rose,2,770,148
aa764,Rose,2,620,162
aa765,Rose,1,200,350
aa766,Rose,1,340,369
aa767,Rose,1,770,354
aa768,Rose,1,290,3
aa769,Rose,2,420,589
aa770,Rose,2,180,963
aa771,Rose,1,910,428
aa772,Rose,1,230,499
aa773,Rose,2,60,807
aa774,Rose,1,360,767
aa775,Rose,1,810,34
aa776,Rose,1,880,490
aa777,Rose,2,820,70
aa778,Rose,2,730,361
aa779,Rose,1,940,804
aa780,Rose,2,890,654
aa781,Rose,1,680,168
aa782,Rose,1,920,903
aa783,Rose,1,760,625
aa784,Rose,2,540,259
aa785,Rose,1,830,302
aa786,Rose,1,960,649
aa787,Rose,2,420,799
aa788,Rose,1,930,391
aa789,Rose,2,970,375
aa790,Rose,1,930,565
aa791,Rose,2,60,407
aa792,Rose,1,240,770
aa793,Rose,1,790,311
aa794,Rose,1,220,285
aa795,Rose,1,500,584
aa796,Rose,1,660,783
aa797,Rose,1,10,741
aa798,Rose,2,610,116
aa799,Rose,1,480,673
aa800,Rose,2,140,435
aa801,Rose,1,80,1000
aa802,Rose,1,230,657
aa803,Rose,2,360,846
aa804,Rose,1,10,924
aa805,Rose,1,640,351
aa806,Rose,2,800,74
aa807,Rose,2,190,585
aa808,Rose,2,700,18
aa809,Rose,2,250,707
aa810,Rose,2,60,983
aa811,Rose,2,860,530
aa812,Rose,1,730,920
aa813,Rose,1,970,651
aa814,Rose,1,830,391
aa815,Rose,1,320,334
aa816,Rose,1,910,637
aa817,Rose,2,640,158
aa818,Rose,1,500,338
aa819,Rose,2,870,254
aa820,Rose,1,240,849
aa821,Rose,2,510,703
aa822,Rose,1,440,552
aa823,Rose,2,300,931
aa824,Rose,1,70,737
aa825,Rose,1,540,991
aa826,Rose,1,340,402
aa827,Rose,2,30,836
aa828,Rose,2,130,785
aa829,Rose,1,910,897
aa830,Rose,1,820,337
aa831,Rose,2,180,861
aa832,Rose,2,940,959
aa833,Rose,2,190,364
aa834,Rose,1,210,439
aa835,Rose,2,780,658
aa836,Rose,1,810,351
aa837,Rose,2,540,480
aa838,Rose,1,830,965
aa839,Rose,2,710,435
aa840,Rose,2,130,225
aa841,Rose,2,540,279
aa842,Rose,1,660,603
aa843,Rose,1,610,284
aa844,Rose,2,800,263
aa845,Rose,2,470,859
aa846,Rose,2,410,942
aa847,Rose,2,460,92
aa848,Rose,1,580,227
aa849,Rose,2,390,214
aa850,Rose,2,90,776
aa851,Rose,2,160,687
aa852,Rose,1,300,92
aa853,Rose,1,130,762
aa854,Rose,1,830,393
aa855,Rose,2,370,508
aa856,Rose,1,720,563
aa857,Rose,1,50,657
aa858,Rose,1,330,506
aa859,Rose,2,860,882
aa860,Rose,1,220,262
aa861,Rose,2,200,305
aa862,Rose,2,830,993
aa863,Rose,2,840,181
aa864,Rose,2,530,754
aa865,Rose,2,430,562
aa866,Rose,1,640,20
aa867,Rose,1,840,464
aa868,Rose,2,870,208
aa869,Rose,1,720,724
aa870,Rose,1,430,870
aa871,Rose,1,820,4
aa872,Rose,1,900,580
aa873,Rose,1,260,826
aa874,Rose,1,950,406
aa875,Rose,2,130,74
aa876,Rose,2,390,743
aa877,Rose,1,250,263
aa878,Rose,2,190,740
aa879,Rose,1,240,374
aa880,Rose,2,880,914
aa881,Rose,1,480,617
aa882,Rose,1,820,566
aa883,Rose,2,300,183
aa884,Rose,1,120,286
aa885,Rose,1,140,54
aa886,Rose,2,70,872
aa887,Rose,1,840,156
aa888,Rose,1,670,363
aa889,Rose,2,810,808
aa890,Rose,1,150,526
aa891,Rose,1,200,139
aa892,Rose,1,580,475
aa893,Rose,2,500,301
aa894,Rose,2,940,82
aa895,Rose,2,320,503
aa896,Rose,2,440,529
aa897,Rose,1,20,832
aa898,Rose,1,680,855
aa899,Rose,1,790,861
aa900,Rose,2,780,471
aa901,Rose,1,490,42
aa902,Rose,1,760,113
aa903,Rose,1,830,800
aa904,Rose,2,150,202
aa905,Rose,2,290,549
aa906,Rose,2,800,156
aa907,Rose,2,240,90
aa908,Rose,2,280,446
aa909,Rose,2,700,946
aa910,Rose,1,750,848
aa911,Rose,2,540,832
aa912,Rose,1,780,951
aa913,Rose,1,320,684
aa914,Rose,1,100,681
aa915,Rose,2,1000,61
aa916,Rose,2,240,277
aa917,Rose,2,910,532
aa918,Rose,1,980,988
aa919,Rose,2,310,245
aa920,Rose,2,310,882
aa921,Rose,1,810,940
aa922,Rose,1,270,542
aa923,Rose,1,510,361
aa924,Rose,2,900,182
aa925,Rose,2,380,868
aa926,Rose,2,150,97
aa927,Rose,2,290,119
aa928,Rose,1,180,898
aa929,Rose,2,380,338
aa930,Rose,1,460,796
aa931,Rose,2,640,819
aa932,Rose,1,630,858
aa933,Rose,1,690,392
aa934,Rose,2,890,265
aa935,Rose,1,180,450
aa936,Rose,1,480,427
aa937,Rose,1,860,616
aa938,Rose,2,160,39
aa939,Rose,1,110,78
aa940,Rose,2,780,423
aa941,Rose,2,340,673
aa942,Rose,1,80,228
aa943,Rose,2,250,455
aa944,Rose,1,510,337
aa945,Rose,1,520,332
aa946,Rose,1,280,109
aa947,Rose,2,510,947
aa948,Rose,2,10,75
aa949,Rose,1,940,492
aa950,Rose,2,740,904
aa951,Rose,1,240,672
aa952,Rose,2,70,242
aa953,Rose,2,910,304
aa954,Rose,2,910,382
aa955,Rose,1,30,182
aa956,Rose,1,430,760
aa957,Rose,2,710,118
aa958,Rose,2,380,273
aa959,Rose,1,700,3
aa960,Rose,1,500,888
aa961,Rose,1,570,979
aa962,Rose,1,180,908
aa963,Rose,1,870,394
aa964,Rose,2,960,772
aa965,Rose,2,610,614
aa966,Rose,2,150,703
aa967,Rose,2,350,442
aa968,Rose,1,560,405
aa969,Rose,1,870,752
aa970,Rose,1,210,775
aa971,Rose,1,550,164
aa972,Rose,2,770,893
aa973,Rose,2,850,907
aa974,Rose,2,80,758
aa975,Rose,1,910,471
aa976,Rose,2,370,125
aa977,Rose,2,120,143
aa978,Rose,2,530,234
aa979,Rose,1,980,352
aa980,Rose,1,900,866
aa981,Rose,2,120,9
aa982,Rose,2,180,921
aa983,Rose,2,140,922
aa984,Rose,2,170,303
aa985,Rose,2,440,919
aa986,Rose,2,1000,467
aa987,Rose,1,560,43
aa988,Rose,2,60,456
aa989,Rose,2,570,598
aa990,Rose,1,480,899
aa991,Rose,1,760,767
aa992,Rose,2,290,796
aa993,Rose,2,880,389
aa994,Rose,1,820,407
